NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
New York with a hint of European,Manhattan,40.77066,-73.94993,flexible,Entire home/apt,106.0,21.0,24,4.0
Lisa's Comfort Zone,Queens,40.6743,-73.78471,strict,Private room,888.0,178.0,41,5.0
"Private Clinton Hill, Brooklyn Apt",Brooklyn,40.68156,-73.96537,moderate,Entire home/apt,80.0,16.0,6,4.0
Overlooking Tompkins Sq Park in the East Village,Manhattan,40.72696,-73.9811,strict,Entire home/apt,623.0,125.0,6,5.0
Cozy Private Bedroom by Central Park in UWS,Manhattan,40.80321,-73.96463,flexible,Private room,548.0,110.0,64,5.0
"LaGuardia airport,  JFK airport, citi fields",Queens,40.73129,-73.80416,strict,Entire home/apt,956.0,191.0,19,4.0
Brooklyn Room with a View on tree-lined street.,Brooklyn,40.64173,-73.96696,moderate,Private room,313.0,63.0,96,2.0
STUDIO APARTMENT IN LUXURY BUILDING,Brooklyn,40.67778,-73.96091,flexible,Entire home/apt,772.0,154.0,2,4.0
Bright Studio across from Central Park + Gym,Manhattan,40.78969,-73.95428,moderate,Entire home/apt,561.0,112.0,6,4.0
W. 80's Central Park 3 Blocks Walk,Manhattan,40.78883,-73.97616,flexible,Private room,980.0,196.0,319,2.0
Skyscraper Living in Midtown,Manhattan,40.76106,-73.98627,strict,Entire home/apt,706.0,141.0,3,3.0
"3 Big Bedrooms, Park Best Location!",Brooklyn,40.65831,-73.96075,flexible,Entire home/apt,352.0,70.0,4,2.0
"Amazing views, sun, luxe style, live like a local!",Brooklyn,40.71396,-73.93986,moderate,Entire home/apt,270.0,54.0,8,4.0
R1 Private Queen Room  LGA JFK Manhattan 15 min!,Queens,40.7276,-73.86569,flexible,Private room,426.0,85.0,1,4.0
Spacious Victorian home,Brooklyn,40.63667,-73.96705,moderate,Entire home/apt,992.0,198.0,3,4.0
"Cozy apartment with art, good light, books",Brooklyn,40.67414,-73.99961,moderate,Entire home/apt,714.0,143.0,5,2.0
Dharma,Brooklyn,40.66032,-73.96214,moderate,Entire home/apt,280.0,56.0,4,2.0
"Private floor with private half-bath, living area",Staten Island,40.63878,-74.10636,moderate,Private room,802.0,160.0,23,2.0
Swimming Pool/ Amazing Layout W&D Doorman 5131,Manhattan,40.79377,-73.96586,flexible,Entire home/apt,843.0,169.0,1,1.0
Close to LGA/Manhattan. Spacious Apartment in JH.,Queens,40.75353,-73.87688,flexible,Entire home/apt,641.0,128.0,1,5.0
"Great location, cozy, near F, G, R!",Brooklyn,40.67099,-73.98791,moderate,Entire home/apt,71.0,14.0,323,5.0
My Williamsburg Place,Brooklyn,40.71276,-73.95897,strict,Entire home/apt,246.0,49.0,41,5.0
"Spacious, Bright Apartment in an Elevator Building",Brooklyn,40.70858,-73.94791,moderate,Entire home/apt,112.0,22.0,5,2.0
Cambridge Place 4 bed Home,Brooklyn,40.68384,-73.96201,strict,Entire home/apt,707.0,141.0,4,4.0
Quiet Spacious Sunny Room,Manhattan,40.79268,-73.94551,moderate,Private room,800.0,160.0,3,4.0
1 Bedroom 1 Bathroom with Ralph Lauren City Vibe,Manhattan,40.77794,-73.9763,strict,Entire home/apt,550.0,110.0,24,3.0
Sonder | Stock Exchange | Superior 2BR + Kitchen,Manhattan,40.70701,-74.01176,flexible,Entire home/apt,928.0,186.0,6,5.0
"Spacious and Beautiful 1 Bedroom Astoria, New York",Queens,40.76151,-73.92643,moderate,Entire home/apt,890.0,178.0,13,5.0
Brooklyn Luxury Apartment - Gorgeous 3 bedroom,Brooklyn,40.67419,-73.88123,moderate,Entire home/apt,243.0,49.0,30,2.0
Sunlit Spacious Room in Brooklyn,Brooklyn,40.67577,-73.90997,flexible,Private room,310.0,62.0,1,5.0
Great ZEN & Peaceful one bedroom in Time Square!,Manhattan,40.76212,-73.9882,moderate,Entire home/apt,851.0,170.0,112,1.0
1st floor; 1 bedroom,Manhattan,40.77566,-73.95065,strict,Entire home/apt,800.0,160.0,2,4.0
Affordable comfy room in Fresh Meadows,Queens,40.73862,-73.80808,moderate,Private room,100.0,20.0,2,2.0
UNTITLED at Freeman-Cozy Studio 602,Manhattan,40.72099,-73.99319,moderate,Entire home/apt,803.0,161.0,15,3.0
Tranquil Haven-8 mins to JFK/LIRR /Air Train,Queens,40.67042,-73.78061,strict,Entire home/apt,467.0,93.0,13,3.0
Restored 1910 Brooklyn Loft Suite,Brooklyn,40.68386,-73.90936,flexible,Entire home/apt,439.0,88.0,119,5.0
Spacious Private Room in Astoria,Queens,40.76131,-73.92367,flexible,Private room,304.0,61.0,11,2.0
"Clean, big  room in SoHo",Manhattan,40.72494,-74.00839,flexible,Private room,176.0,35.0,19,1.0
Beautiful Apartment. Big & Comfortable.,Manhattan,40.86347,-73.92624,strict,Entire home/apt,911.0,182.0,7,5.0
Lux&light 1 bedroom suite,Brooklyn,40.6958,-73.91255,moderate,Entire home/apt,119.0,24.0,10,2.0
Historic Townhouse 3bed 2bath * 1 block to subway,Brooklyn,40.69067,-73.92207,moderate,Entire home/apt,242.0,48.0,6,5.0
Private Queen Room steps from Columbia and Subway,Manhattan,40.81313,-73.96148,moderate,Private room,407.0,81.0,22,3.0
6 Guests LUXURY MANHATTAN Condo With ROOFTOP!!!,Manhattan,40.80742,-73.95205,flexible,Entire home/apt,845.0,169.0,5,1.0
Beautiful & modern 2 BR apartment in the UES,Manhattan,40.77056,-73.95134,flexible,Entire home/apt,399.0,80.0,2,4.0
Impeccably Designed Garden Townhouse,Bronx,40.81059,-73.91966,moderate,Entire home/apt,850.0,170.0,91,2.0
"Amazing light, spacious & Modern",Queens,40.74069,-73.95604,strict,Entire home/apt,209.0,42.0,4,4.0
Spacious and charming living room in Brooklyn ;),Brooklyn,40.61978,-73.95605,strict,Shared room,156.0,31.0,16,4.0
3 Story Artist Townhouse w Backyard Garden,Brooklyn,40.67678,-73.91645,strict,Entire home/apt,78.0,16.0,16,2.0
TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests,Bronx,40.83715,-73.83489,flexible,Private room,846.0,169.0,20,2.0
Upper East Side Studio on 68th street,Manhattan,40.76455,-73.95646,strict,Entire home/apt,214.0,43.0,1,3.0
Ocean Hill Oasis,Brooklyn,40.67731,-73.90733,strict,Entire home/apt,323.0,65.0,148,2.0
Room in cute East Village apartment w/ city views,Manhattan,40.72875,-73.98443,moderate,Private room,181.0,36.0,15,3.0
Mod Glamor in Bed-Stuy Garden Flat,Brooklyn,40.68297,-73.93804,strict,Entire home/apt,441.0,88.0,3,3.0
"🌞Entire 2br KING BED, Smart TV Large serene clean❣️",Brooklyn,40.70382,-73.92464,flexible,Entire home/apt,748.0,150.0,29,4.0
ROOM B,Queens,40.75762,-73.81478,moderate,Private room,92.0,18.0,16,5.0
Bright and Spacious in Trendy Area,Brooklyn,40.6737,-73.95913,flexible,Entire home/apt,487.0,97.0,1,1.0
It's Always Sunny in Williamsburg (2)!,Brooklyn,40.71474,-73.95476,moderate,Private room,397.0,79.0,58,3.0
GREAT ROOM-WASHER DRYER-RENT BY THE CALENDAR MONTH,Manhattan,40.82407,-73.94672,moderate,Private room,108.0,22.0,4,5.0
Luxury Home away from home in NYC!,Queens,40.72267,-73.86997,strict,Entire home/apt,246.0,49.0,35,1.0
3 Bedroom unit For large groups and gatherings,Brooklyn,40.63491,-73.94758,strict,Entire home/apt,185.0,37.0,8,5.0
Stylish Park Slope loft,Brooklyn,40.66412,-73.98162,strict,Entire home/apt,994.0,199.0,4,1.0
RUSTIC/MODERN/EV/NYC,Manhattan,40.73032,-73.98469,flexible,Entire home/apt,475.0,95.0,9,4.0
SpaciousBedroom in Brownstone Bklyn,Brooklyn,40.67845,-73.99983,strict,Private room,719.0,144.0,3,1.0
Sonder | Stock Exchange | Divine Studio + Laundry,Manhattan,40.70755,-74.01116,flexible,Entire home/apt,756.0,151.0,7,4.0
Charming 1 Bedroom Apt - Midtown East,Manhattan,40.7631,-73.96393,flexible,Entire home/apt,793.0,159.0,19,2.0
AMAZING 2 BEDROOMS IN HEART OF CHELSEA!!!,Manhattan,40.74437,-74.00007,flexible,Entire home/apt,247.0,49.0,5,5.0
Stylish Boutique Apt Close to Central Park,Manhattan,40.77739,-73.98231,flexible,Entire home/apt,869.0,174.0,71,5.0
Touchdown and Explore NYC! Sunlit 2 Bedroom,Brooklyn,40.67871,-73.92678,strict,Entire home/apt,123.0,25.0,47,2.0
Cute Bed-Stuy Room,Brooklyn,40.6889,-73.93733,flexible,Private room,278.0,56.0,40,5.0
Cozy Private 1Bdr 1Ba with Full Kitchen,Queens,40.66282,-73.76703,strict,Entire home/apt,881.0,176.0,2,2.0
Private Queen bedroom in Soho/Nolita Apartment,Manhattan,40.7232,-73.9946,moderate,Private room,280.0,56.0,86,1.0
LOVE Central Park Room Private Bath,Manhattan,40.79632,-73.96225,strict,Private room,322.0,64.0,222,4.0
15 Minutes  to Manhattan and Safe Neighborhood!,Queens,40.73676,-73.92756,strict,Private room,914.0,183.0,72,4.0
Sleek Bushwick Loft,Brooklyn,40.70629,-73.92884,flexible,Entire home/apt,973.0,195.0,3,1.0
Premier King Room Central Park,Manhattan,40.76462,-73.98319,flexible,Private room,620.0,124.0,105,2.0
"Magical Artist's  Brownstone in Brooklyn, 2 Rooms",Brooklyn,40.68792,-73.97671,strict,Private room,116.0,23.0,2,2.0
Amazing Two-Story Brownstone Apartment,Manhattan,40.81471,-73.94591,flexible,Entire home/apt,240.0,48.0,1,5.0
extra large room available,Brooklyn,40.67763,-73.94755,strict,Private room,520.0,104.0,7,5.0
Adrian's Place: Cozy 1br mins from JFK w/ 55' TV,Queens,40.69654,-73.74893,flexible,Private room,728.0,146.0,52,4.0
cozy apt in midtown,Manhattan,40.76725,-73.98669,strict,Shared room,889.0,178.0,3,3.0
Sun Filled Classic West Village Apt,Manhattan,40.73474,-74.00101,moderate,Private room,944.0,189.0,79,3.0
Modern Suite w 2 Queen Beds+Balcony+Kitchenette,Bronx,40.81098,-73.93296,flexible,Entire home/apt,482.0,96.0,1,4.0
Linda's Place,Queens,40.70864,-73.76683,flexible,Private room,472.0,94.0,8,5.0
"Stylish, spacious, private 1BR apt in Ditmas Park",Brooklyn,40.64314,-73.95705,strict,Entire home/apt,341.0,68.0,10,2.0
Private room on Upper East Side,Manhattan,40.78343,-73.94764,strict,Private room,68.0,14.0,51,1.0
Brooklyn Hidden Gem,Brooklyn,40.63602,-73.93105,flexible,Private room,946.0,189.0,32,3.0
"West Soho Apartment, One Bedroom",Manhattan,40.72667,-74.00179,flexible,Entire home/apt,311.0,62.0,2,3.0
Spacious 1-BR Midtown West,Manhattan,40.75774,-73.99371,flexible,Entire home/apt,432.0,86.0,3,3.0
Sunset room,Brooklyn,40.65441,-73.93009,moderate,Private room,273.0,55.0,11,2.0
Vintage Brooklyn Room 1 minute to Subway,Brooklyn,40.68948,-73.95426,strict,Private room,700.0,140.0,35,2.0
2 bedrooms Williamsburg loft - huge and sunny,Brooklyn,40.71356,-73.94372,strict,Entire home/apt,430.0,86.0,7,3.0
Private 1 BR in Brooklyn,Brooklyn,40.66841,-73.93621,strict,Entire home/apt,553.0,111.0,1,5.0
Astounding room,Brooklyn,40.66143,-73.9132,flexible,Private room,518.0,104.0,108,5.0
Private Room in Gorgeous Loft Space,Brooklyn,40.68881,-73.92017,moderate,Private room,366.0,73.0,5,5.0
Hiddden Gem,Brooklyn,40.62718,-73.91924,strict,Entire home/apt,784.0,157.0,41,3.0
Cozy 1 bedroom w/twin bed & futon in Park Slope,Brooklyn,40.66154,-73.98685,strict,Private room,184.0,37.0,2,5.0
Huge room near CUMC,Manhattan,40.84282,-73.94071,flexible,Private room,330.0,66.0,2,3.0
Room - Manhattan! Walking distance to Central Park,Manhattan,40.76991,-73.95145,strict,Private room,533.0,107.0,38,4.0
Midtown/Hell’s Kitchen Modern Apartment,Manhattan,40.76121,-73.98882,strict,Entire home/apt,380.0,76.0,1,3.0
Queen Bedroom with large closet & Work station,Queens,40.74757,-73.95451,moderate,Private room,447.0,89.0,10,4.0
Beautiful Large Room,Bronx,40.85236,-73.86632,moderate,Private room,288.0,58.0,114,4.0
"Bright Guest Room with Balcony, Harlem",Manhattan,40.80991,-73.94597,strict,Private room,854.0,171.0,16,2.0
Centrally Located Huge 3 Bedroom in Central UES,Manhattan,40.76936,-73.96054,strict,Entire home/apt,513.0,103.0,21,4.0
Ready private furnished room w/Wifi,Brooklyn,40.68549,-73.94724,moderate,Private room,235.0,47.0,46,1.0
Cozy Woodhaven,Queens,40.68923,-73.85304,strict,Entire home/apt,367.0,73.0,8,4.0
Perfectly Located Private Room By Central Park,Manhattan,40.79809,-73.96305,flexible,Private room,410.0,82.0,25,4.0
"Private room , (side entrance)",Queens,40.69394117,-73.75159618,flexible,Private room,288.0,58.0,3,4.0
Clinton Hill + Free Coffee = #smile,Brooklyn,40.68288,-73.96024,moderate,Private room,718.0,144.0,43,2.0
1 bedroom close to Central Park,Manhattan,40.80133,-73.96574,strict,Private room,141.0,28.0,5,3.0
CHEERFUL RM IN BROOKLYN! EASY ACCESS TO TRAIN! R3,Brooklyn,40.68709,-73.95801,strict,Private room,927.0,185.0,3,5.0
Elegant private bedroom in UWS,Manhattan,40.80067,-73.9592,moderate,Private room,847.0,169.0,1,3.0
Amazing Private Room in The Heart of Brooklyn,Brooklyn,40.61211,-73.95441,flexible,Private room,806.0,161.0,15,4.0
Cottage style stay w/ jacuzzi near ferry,Staten Island,40.64061,-74.08582,moderate,Entire home/apt,733.0,147.0,64,4.0
1 sunny bedroom in Parkchester,Bronx,40.83688,-73.85584,strict,Private room,92.0,18.0,6,5.0
Private Room in Central Manhattan,Manhattan,40.74147,-73.98577,strict,Private room,526.0,105.0,3,5.0
"Central Harlem Lux, near to all major restaurants.",Manhattan,40.80605,-73.94208,moderate,Entire home/apt,118.0,24.0,1,2.0
"IDEAL Beach Bungalow in BelleHarbor, Rockaway!",Queens,40.57518,-73.84558,flexible,Entire home/apt,597.0,119.0,2,3.0
October SPECIAL!! Enjoy the Holiday in NYC! Sale!,Manhattan,40.71097,-74.01658,strict,Entire home/apt,970.0,194.0,46,5.0
BIG BROOKLYN HOUSE TO LOVE,Brooklyn,40.6776,-73.93504,flexible,Entire home/apt,746.0,149.0,18,5.0
2 bedroom apt in Williamsburg,Brooklyn,40.71198,-73.95571,strict,Entire home/apt,753.0,151.0,1,4.0
Queen studio Suite,Manhattan,40.80694,-73.94709,flexible,Entire home/apt,162.0,32.0,12,3.0
✦Luxury Upper East Side Studio Apartment✦,Manhattan,40.77707,-73.95154,flexible,Entire home/apt,568.0,114.0,8,5.0
Beautiful Private bedroom for rent in Bushwick,Brooklyn,40.70094,-73.91992,moderate,Private room,627.0,125.0,1,2.0
Large & Sunny Apt in Prime Location,Brooklyn,40.68247,-73.97961,flexible,Entire home/apt,927.0,185.0,6,1.0
"Private Apartment/4 Guests
Nr Beach&JFK w/Parking",Queens,40.59555,-73.76942,flexible,Entire home/apt,526.0,105.0,5,2.0
Room in Williamsburg w/ private full bathroom,Brooklyn,40.7079,-73.94608,flexible,Private room,406.0,81.0,2,5.0
Comfy & Spacious RM with Backyard/Near Metro,Bronx,40.87094,-73.89386,flexible,Private room,232.0,46.0,115,3.0
Room in East Williamsburg 1 Block from L Train,Brooklyn,40.70794,-73.93976,moderate,Private room,355.0,71.0,1,4.0
Beautiful bedroom + private bathroom in Bed-Stuy,Brooklyn,40.69532,-73.93995,strict,Private room,886.0,177.0,4,5.0
Beautiful Studio apartment,Brooklyn,40.639774,-73.932579,moderate,Entire home/apt,829.0,166.0,27,5.0
Beautiful  1 bedroom house near Verrazano bridge,Staten Island,40.59809,-74.0656,strict,Entire home/apt,368.0,74.0,12,5.0
Spacious Brownstone Apartment,Brooklyn,40.68874,-73.95684,flexible,Private room,65.0,13.0,14,2.0
"Spacious, sunny apartment by Prospect Park",Brooklyn,40.66027,-73.95376,flexible,Entire home/apt,620.0,124.0,1,2.0
NYC Entire HomeApt• Luxurious/Near JFK/ 35min-City,Queens,40.68272,-73.84804,moderate,Entire home/apt,100.0,20.0,41,4.0
"Large 2 Bd 1 Ba w Kitchen Apt, 12 min to Manhattan",Brooklyn,40.69317,-73.93444,strict,Entire home/apt,403.0,81.0,156,5.0
Chelsea Studio (450 Sq. Feet) with Balcony!,Manhattan,40.74312,-73.99573,flexible,Entire home/apt,214.0,43.0,5,3.0
"Gorgeous, cozy, serene flat in Brooklyn",Brooklyn,40.73516,-73.95532,strict,Entire home/apt,933.0,187.0,68,2.0
NYC Boho King Bed wParking 25m to Penn Station/MSG,Queens,40.76216,-73.77561,flexible,Entire home/apt,874.0,175.0,34,5.0
Modern Niwas 2 NYC ★ Manhattan ★ JFK ★ LGA ★,Queens,40.70582,-73.82798,moderate,Entire home/apt,414.0,83.0,28,2.0
"Beautiful Room in Bushwick, Bk. (Hablo Español)",Brooklyn,40.69242,-73.90441,flexible,Private room,556.0,111.0,5,3.0
한성 韓城 Han A (2FL),Queens,40.76126,-73.81549,strict,Private room,994.0,199.0,35,2.0
521 West 48th-2 bedroom apartment,Manhattan,40.76525,-73.99457,moderate,Entire home/apt,861.0,172.0,1,3.0
Dina airbnb 61 street east D,Manhattan,40.76015,-73.96227,moderate,Entire home/apt,228.0,46.0,4,3.0
Beautiful Bright TriBeCa Loft - steps from Soho!,Manhattan,40.71989,-74.00668,flexible,Entire home/apt,505.0,101.0,4,4.0
"Private, Cozy & Fully Equipped Room /20 min to NYC",Queens,40.70092,-73.90714,flexible,Private room,937.0,187.0,16,4.0
"Dramatic Duplex, Hosted, Huge>Slp.14, Subway 50 Yd",Brooklyn,40.6788,-73.99559,moderate,Entire home/apt,580.0,116.0,5,4.0
Beautiful 2 bedroom in Brooklyn,Brooklyn,40.67665,-73.95078,strict,Entire home/apt,307.0,61.0,20,5.0
"Private, modern South Slope studio",Brooklyn,40.66289,-73.99584,flexible,Entire home/apt,492.0,98.0,7,1.0
Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,Brooklyn,40.66966,-73.94735,flexible,Entire home/apt,206.0,41.0,11,2.0
The Jefferson,Brooklyn,40.68524,-73.92294,flexible,Private room,287.0,57.0,10,4.0
Stylish Loft in East Midtown NYC,Manhattan,40.7525,-73.97081,moderate,Entire home/apt,298.0,60.0,2,3.0
Belle❤️ cozy entire studio in NY❤️,Queens,40.72301,-73.88021,flexible,Entire home/apt,689.0,138.0,3,5.0
Cozy 1BR in Beautiful Brooklyn,Brooklyn,40.68647,-73.98595,strict,Entire home/apt,643.0,129.0,54,1.0
Boutique Hotel Times SQ King Size Room,Manhattan,40.7617,-73.98519,moderate,Private room,642.0,128.0,5,3.0
Great room priv/bathrm Eastside location 70's ST,Manhattan,40.7685,-73.96034,moderate,Private room,996.0,199.0,93,3.0
Cheerful Studio 1Bed with Hot-Tub King Bed,Bronx,40.84931,-73.85073,moderate,Entire home/apt,798.0,160.0,2,5.0
Cute One Bedroom in East Village/Lower Manhattan,Manhattan,40.72445,-73.98922,flexible,Private room,761.0,152.0,12,4.0
Cozy Hell's Kitchen/ Time Square Apartment- 2 BRM,Manhattan,40.76551,-73.9873,strict,Entire home/apt,716.0,143.0,139,4.0
Authentic Midtown Manhattan Studio,Manhattan,40.74595,-73.98439,flexible,Entire home/apt,977.0,195.0,41,5.0
Comfy apt. Mid Manhattan - Female ONLY!,Manhattan,40.74286,-73.9768,strict,Private room,344.0,69.0,3,5.0
cozy harlem getaway,Manhattan,40.80407,-73.94603,strict,Entire home/apt,276.0,55.0,12,1.0
"Large, Bright & Cozy Retreat-2 in B'klyn",Brooklyn,40.67918,-73.93727,flexible,Private room,668.0,134.0,7,4.0
Historic Townhouse - Private Master Bedroom & Bath,Manhattan,40.73057,-73.98859,moderate,Private room,734.0,147.0,52,2.0
Private Single Room Steps to Subway,Brooklyn,40.69193,-73.9274,flexible,Private room,587.0,117.0,70,5.0
Delux King Hotel Room - Hudson Yard,Manhattan,40.755268,-73.997353,flexible,Private room,840.0,168.0,13,5.0
Spacious Room !,Brooklyn,40.67648,-73.86767,flexible,Private room,609.0,122.0,6,5.0
433 West 53-Spacious 1 bedroom apartment,Manhattan,40.7655,-73.98802,moderate,Entire home/apt,55.0,11.0,5,2.0
A3 Excellent Budget Private Room,Brooklyn,40.6918,-73.90414,strict,Private room,506.0,101.0,21,2.0
Queen bed w/ attached bathroom,Brooklyn,40.69177,-73.92509,moderate,Private room,657.0,131.0,2,5.0
"2BR, Heart of Lower East Side",Manhattan,40.72174,-73.98501,moderate,Entire home/apt,51.0,10.0,8,3.0
*JAMES* Amazing Spacious 2 Bedroom- Bright!,Manhattan,40.76035,-73.96133,flexible,Entire home/apt,806.0,161.0,8,4.0
The Gray Room,Manhattan,40.7548,-73.9965,moderate,Entire home/apt,706.0,141.0,26,2.0
Spacious one bedroom apartment - Brooklyn,Brooklyn,40.67128,-73.91604,moderate,Entire home/apt,196.0,39.0,13,4.0
1 bdrm apartment in boerum hill!,Brooklyn,40.6875,-73.99027,strict,Entire home/apt,732.0,146.0,2,4.0
Queen Charlotte’s in B’klyn  (for 1 guest),Brooklyn,40.64141,-73.94054,strict,Private room,797.0,159.0,98,4.0
Cozy artsy bedroom near Cloisters,Manhattan,40.86269,-73.9222,flexible,Private room,444.0,89.0,6,1.0
Penthouse Studio in Historic Harlem,Manhattan,40.82755,-73.93787,strict,Entire home/apt,433.0,87.0,8,3.0
Comfortable!  2 Bed Rm Apt. in House~20 min to NYC,Bronx,40.81338,-73.85821,moderate,Entire home/apt,665.0,133.0,5,5.0
Luxury Living in Greenpoint,Brooklyn,40.72983,-73.95808,strict,Entire home/apt,868.0,174.0,16,2.0
"Cozy private room, 10 mins away from Central Park!",Manhattan,40.80219,-73.94383,flexible,Private room,816.0,163.0,107,2.0
Brand New Brooklyn Apartment,Brooklyn,40.61968,-74.00656,strict,Entire home/apt,147.0,29.0,12,3.0
Private Holiday Loft in the East Village,Manhattan,40.73106,-73.98467,moderate,Entire home/apt,73.0,15.0,4,4.0
*ENJOY NYC*New Renovated Apartment(Private room),Bronx,40.88253,-73.86951,moderate,Private room,164.0,33.0,6,2.0
Chic & Spacious SoHa One Bedroom Apartment! #10334,Manhattan,40.80651,-73.94965,moderate,Entire home/apt,643.0,129.0,7,5.0
shared space with Great location!!!,Brooklyn,40.59852,-73.95481,flexible,Shared room,825.0,165.0,116,1.0
Central & Comfy East Village Studio,Manhattan,40.73011,-73.98405,moderate,Entire home/apt,656.0,131.0,13,2.0
Large Eco bedroom on the River,Manhattan,40.73544,-73.97465,moderate,Private room,647.0,129.0,51,3.0
Peaceful and Spacious ENTIRE Sunlit Apartment,Brooklyn,40.67506,-73.94828,flexible,Entire home/apt,834.0,167.0,20,2.0
"Large Clean Room, close to the A-Train",Manhattan,40.84617,-73.93781,moderate,Private room,393.0,79.0,10,3.0
